current,voltage
0.4567092003128319,120.06101548616816
0.4854651042004118,120.44658308772247
0.4166900152330658,121.1588162687736
0.4702386553170644,120.90884021546236
0.4330479382191752,120.48491897180963
0.4112627003799401,121.17139161058104
0.4480048592987277,121.49894783798842
0.4914473368931056,120.4693101059702
0.4196634256866894,121.23479480155716
0.4122116705145822,121.8875951992464
0.4778675668198335,120.36884368808896
0.4096934757736866,120.1355052674918
0.4774992314058497,120.25331511058594
0.4953495352236905,120.96266820075644
0.4283972919391741,120.10164020553682
0.4351779629995216,121.70941525291953
0.4905837860053583,120.00132179499452
0.4907044352761348,120.55386734365705
0.4717184790304857,121.04390836428246
0.4315760116869452,121.22396546106384
0.4848754180469753,121.64801176030122
0.481099604606794,120.87212933447368
0.4385634689884511,120.84293939706146
0.4255191278809909,120.87833454523164
0.4524412788444646,121.03890421715772
0.4526941447419411,121.80340052537667
0.4824334538892896,121.91516619688348
0.4586186383404252,120.21524939370792
0.4567693420062688,121.36061563007932
0.4224775956184343,120.20386810072614
0.4677930454978695,121.00762240945436
0.4995388026271466,121.40575704955737
0.4472504229472857,121.26163397339876
0.4392032917288938,121.90158110402103
0.4229275834900042,120.6299349179539
0.4465529303714517,121.77648725685548
0.4902086020011543,120.20612114226226
0.4423213369570444,120.03601175282094
0.4174790813429683,121.9578691210664
0.4712325173862364,120.52489769603642
0.4736855991699175,120.39599197045172
0.4777489559935735,120.7353518448779
0.4586685172161369,121.59413901170804
0.4961355789586817,120.08194778474297
0.4033514615344565,120.99988161788266
0.4324193820944761,121.12970857018531
0.4490602621789581,121.9546730768038
0.4192187335650255,120.23604488154788
0.4811166627887778,120.48669352195093
0.4789482361955697,120.4052056548337
0.4455422423692926,120.55345186040208
0.4761727781011252,121.10503527385924
0.4061301015227861,120.7873109985752
0.4614878958983733,121.19064877903573
0.4847745514188916,121.38055657624604
0.4718117267168762,121.14148339646395
0.4140611648092551,121.94877977677844
0.4909980558977788,120.85569359313672
0.4506020981266363,120.07112793817596
0.4846280618165994,120.99919010564098
0.4797275289662726,121.48856537069312
0.4765510818825994,121.57919906241622
0.4196810349409566,120.59829580580656
0.4497151866499788,121.09220419364767
0.4395774221251672,121.3435005685033
0.4927317559273013,120.27809409994126
0.4288470932776982,121.68185663312148
0.4448766069686733,120.30320532246613
0.4891677956092521,121.98218182931026
0.4843338632252001,120.199464540474
0.4626221996884716,121.72555793777138
0.4096189330794555,120.58558966661808
0.4082322994011105,121.4166221972777
0.4442204695315175,121.54174775224308
0.4154182049226075,121.11039492721316
0.4114781583764414,121.32508408263658
0.4109630247395013,120.79775033162764
0.4199183538282472,121.38123387641512
0.48377333633337,121.36589665770094
0.4825622891183795,121.37048001869258
0.4615935819712948,121.52674803144764
0.4528165640919558,121.08127175423036
0.4616177571603831,121.57863052878652
0.4027114570947557,121.87862460819191
0.4185565898069326,120.16674479229108
0.483666641214089,121.02708616447477
0.4430890576774219,121.3966625610594
0.4807497907330945,121.73790566152478
0.428306848280526,120.99976265487513
0.4635374873650953,121.07469544775044
0.4262095275074276,121.2846331462132
0.4396153233714043,121.90655368420693
0.4835930887453894,121.2340505023308
0.4717165669210855,120.72742266595498
0.4781206133916318,120.96942477256556
0.4477954122186529,121.97083335905776
0.4897024851272201,120.09850449107952
0.4961380006243575,120.20269068434396
0.4957639109137726,121.49356794033052
0.4132937753255252,121.0626160680213
0.4314627658222951,120.26205769081076
0.4699867647812769,120.79005719688747
0.4259865917480989,121.80671793044614
0.494196571057319,121.41101111153291
0.4875886818681407,121.22440008900384
0.4619793382199707,121.57707282216174
0.4968044973657897,120.96208340636034
0.4803810444221577,120.54038667989532
0.4526880849335358,120.60732551835912
0.435675648903461,121.33634011656386
0.4770334398791721,121.27917871686394
0.4469157621849859,121.7871946327027
0.4760838757419069,120.63973113239987
0.4003059447545408,120.9436277764046
0.4871862266416908,120.2794746475284
0.4977603158590717,121.41865568237084
0.458154353715284,121.59611636255228
0.4871178687194007,120.74508382792068
0.458704463289764,120.71531177053308
0.400238009171595,120.98295105876778
0.4696635066483055,121.32775726650549
0.4449274187343609,121.58817724931444
0.4516939052125308,121.94874777767129
0.4688445847068773,121.1109840140968
0.479544408288203,120.61875145688474
0.485108127936097,120.95727447173864
0.4254714598807454,121.16669186982602
0.416336065290962,121.60170811262292
0.454784312486967,121.91192528215576
0.492232053114913,120.08448443256378
0.4487142939021972,121.0238158787682
0.4689391927186532,120.67680048478698
0.4693224271556653,120.45552612345156
0.4319589474413373,120.71238803435378
0.4873145641177189,120.8659325531675
0.4679131243112634,121.1759441838118
0.4808570789181683,120.03918636902016
0.454521866434624,121.47308754537316
0.4631502377417305,121.53188015114888
0.4630931829940158,120.26183623475862
0.4592249428854941,121.63382023829736
0.4991849005314693,121.48972595160086
0.4918107717341834,120.2917016349406
0.488197477438391,120.7623020555319
0.4997111975688685,120.2233263884983
0.4252215452989842,121.2526278417482
0.490490265381528,121.456963016088
0.4559174625782161,121.77132196735776
0.4058247897430834,121.96828599008728
0.4092334216219486,120.54472793248304
0.4834963692226371,120.91957408395862
0.439260152138794,120.36877270996294
0.4743328320867154,120.82609925711527
0.4933704969042568,121.03477013000708
0.4448250383404829,121.60182178859664
0.4438323345678486,121.3366628166456
0.4919849305369237,121.73166253522922
0.442849967001827,120.90788277890348
0.4289626953422761,121.84279274819067
0.48365690079119,121.52725686853904
0.4468668636420797,121.95602369121175
0.437110745073937,121.4496631914266
0.4425104718491127,121.88140763107928
0.4093822177796122,120.00738244976252
0.4125918400938645,121.5870774581272
0.4004086595425594,121.60801818724258
0.4708847229492472,121.84477093188492
0.4582765164840814,120.43238515495229
0.4513489981519977,120.39004150101869
0.4949395028295873,120.3318157444216
0.4037129806866673,120.34366640544854
0.4882925771082531,121.66082690012276
0.4527586012387329,120.21352905271586
0.4865559885751573,120.38153097874448
0.4723274869191892,121.39977999101632
0.4509595156696478,120.6222527885372
0.4435109872927608,120.54396398571434
0.4522712492188319,120.16758041677924
0.4780107107761565,121.938047714708
0.4967561316618517,121.39426035583467
0.4864589782508686,121.12767198533244
0.4167518278523605,120.94883471421844
0.4691026440901461,120.35461990032914
0.4112686381801017,120.14750779064693
0.4376939846212097,121.68049627991329
0.4371419551341828,121.94885582915607
0.4272133223023354,120.14447413242974
0.4903535473674133,121.24923387516432
0.4730244815429362,121.8009148159609
0.4237459885956793,120.03131909694422
0.4817335261570769,120.9999936999699
0.4590171058597622,121.11290411706749
0.4079868745000355,121.73982272215294
0.4497599668299369,121.9069758743458
0.4729575755841978,121.92442311603884
0.443335055453705,121.10576862429208
0.4211573486245337,120.20155565145984
0.4247754246764077,121.68021075782582
0.4659452351333532,121.19316687928423
0.4269356445846486,120.40191319256417
0.4529134687676429,121.55051630980458
0.4556239812758914,120.22302304294108
0.4678029627623282,121.85095146086496
0.4748468167762071,121.82657446781629
0.4693221230234833,120.16129703938178
0.485278918104152,120.69144473955052
0.4494227309163086,121.90057764929338
0.4595844368908127,121.7314985826859
0.4659883081262475,121.19436700372306
0.4116717733207337,120.16622587122508
0.4182361474172852,121.86487481085824
0.4083491026274591,120.2804104306825
0.4463781874265909,121.32524330740128
0.4467154173036383,121.42919118691748
0.4243354460515806,121.6431048338287
0.4504107391682297,121.09334298076664
0.46741858047614,121.40224096066494
0.4599466972000121,120.13598939110332
0.4921942653876027,120.57010783314732
0.4453882596774343,120.7082958269198
0.4029456572950834,120.5348112802827
0.4604648682596647,120.01840350850516
0.430744641219478,121.06890943397563
0.4092440210021677,121.95657344919734
0.4612598587406286,120.08455432039392
0.4280089743479007,121.63974028706537
0.4255520567682543,120.12015516923094
0.4260797581257254,121.87613102502677
0.4895274787383933,121.42145669412454
0.4414424169185088,120.59246866563568
0.4557791635263466,120.45176536587417
0.4516693350749617,120.60687872408586
0.4756643636349481,120.91699805416344
0.4999234312467862,120.00952689662994
0.4686876267483333,121.87406686509836
0.4221055422316701,121.43487638278064
0.4689194014669791,121.45654125258623
0.4495328713338873,120.7474212392983
0.4335926575506527,120.71462195023008
0.4084901851863641,121.79181619161496
0.4753648086777543,120.95541453621892
